core_id,st,maxtime,mintime,n_gps_samples,gps_satellites_avg,lat_avg,lat_fixed,lon_avg,lon_fixed,dist_diff_meters
2c001b001451343334363036,2018-06-18 18:16:21+00,2019-08-31 23:52:59+00,2018-07-01 00:01:19+00,102478,5.28362185054353,5.62059570958651,5.620592,-0.292753783582828,-0.292814,6.65144557325428
410048001451343334363036,2018-06-14 09:30:24+00,2018-09-22 06:29:55+00,2018-07-01 00:00:04+00,9496,6.21651221566976,5.63109133645749,5.631147,-0.248323559077507,-0.2483021,6.57715128392504
250025001050483553343720,2019-06-11 20:25:56+00,2019-08-31 23:59:54+00,2019-06-11 22:30:56+00,52965,7.00991220617389,5.63563004595489,5.635573,-0.270216702747098,-0.2702336,6.55941927645398
2d0023000a47373334363431,2019-05-08 20:54:53+00,2019-06-10 20:58:15+00,2019-05-08 22:47:09+00,7992,6.79416916916917,5.52749545270269,5.5275453,-0.277639275650651,-0.277671,6.51426134940519
1e003d000951343334363138,2018-06-18 13:45:34+00,2018-12-10 23:21:57+00,2018-07-10 08:30:10+00,4065,5.84526445264453,5.67721354317344,5.67722,-0.283389014268143,-0.2833306,6.47939665705886
3e002d000d47373334363431,2019-02-27 17:45:19+00,2019-08-29 18:38:54+00,2019-03-22 10:52:19+00,28422,6.68387164872282,5.5466783534938,5.5466571,-0.245964522939976,-0.2459101,6.44143811802245
2b0034000147373334363431,2019-04-15 21:45:40+00,2019-07-01 00:18:00+00,2019-04-15 21:46:39+00,35225,5.30390347764372,5.61588253601137,5.6158852,-0.243862793584101,-0.2438059,6.2793901066957
3f0025000d47373334363431,2019-04-19 09:40:55+00,2019-08-02 13:10:42+00,2019-04-21 12:33:31+00,988,4.82591093117409,5.58510884311741,5.585064,-0.234813165991903,-0.234848,6.26032983759439
21002d000b47373334363431,2019-02-26 12:16:33+00,2019-06-15 13:56:20+00,2019-02-28 20:47:13+00,1035,5.18260869565217,5.53064195458938,5.5306937,-0.256370180676329,-0.256351,6.08424777806667
40003c000647373334363431,2019-03-04 17:53:52+00,2019-08-31 23:59:23+00,2019-03-04 17:55:10+00,151742,10.3997179422968,5.5903395912469,5.590309,-0.237444872764308,-0.2374906,6.06555830237361
340056001251363038393739,2018-06-14 16:42:44+00,2019-08-31 23:58:31+00,2018-07-01 14:30:02+00,145590,8.87298578199052,5.6324432351672,5.632451,-0.301326392829188,-0.3013773,5.67742827567178
3d0060000951343334363138,2018-06-21 16:54:38+00,2018-07-24 02:02:33+00,2018-07-01 06:32:08+00,8715,5.61319563970166,5.64498793138271,5.64498,-0.297404645668387,-0.2973538,5.67352630062625
2d0027000a47373334363431,2019-02-27 18:29:25+00,2019-08-31 23:59:44+00,2019-02-27 18:40:29+00,98231,6.60321079903493,5.55687298761084,5.5568659,-0.255317434750748,-0.2553681,5.64023495522184
34005a000f51353433323633,2018-06-19 17:39:43+00,2019-08-31 22:43:21+00,2018-07-01 00:02:24+00,178892,6.87050287324196,5.61240643404944,5.612448,-0.237495865701108,-0.2374676,5.54183455967259
2c001b000147373334363431,2019-02-26 14:02:37+00,2019-08-19 21:29:34+00,2019-02-26 14:53:34+00,128992,8.61296049367403,5.54094778422684,5.5409745,-0.243596856184883,-0.2435555,5.42813785590756
36001c001547373333353132,2019-03-04 19:38:33+00,2019-07-09 21:38:51+00,2019-03-04 19:40:01+00,112675,6.79865986243621,5.58172463420451,5.5817553,-0.248477059800303,-0.2485151,5.3869822069171
3b0017000951343334363138,2018-06-20 17:13:43+00,2019-08-07 18:36:25+00,2018-07-03 11:54:51+00,34585,6.38317189533035,5.62931720052044,5.629357,-0.237592937371695,-0.2375668,5.24952196709716
1c002a000747373334363431,2019-02-27 06:34:26+00,2019-08-31 23:58:34+00,2019-02-27 06:34:59+00,145708,11.316537183957,5.54454782084051,5.5445505,-0.245278986829829,-0.2452317,5.22173397330971
1f0055000d50483553343720,2019-05-09 20:05:28+00,2019-08-31 23:46:48+00,2019-05-29 22:40:23+00,7359,5.81179508085338,5.56523331050412,5.5652786,-0.212078345835032,-0.2120887,5.12199616700857
230048001151363038393739,2018-06-18 13:16:52+00,2018-11-12 16:21:40+00,2018-10-08 11:50:37+00,4371,5.3539235872798,5.66882569617936,5.66885,-0.287271593228094,-0.287311,5.1044313748285
21002e000b47373334363431,2019-02-25 18:42:03+00,2019-08-30 12:37:09+00,2019-03-30 03:32:33+00,1446,4.58990318118949,5.56423020608576,5.5642606,-0.259551957814661,-0.2595868,5.09751924574712
48002b001151363038393739,2018-06-20 09:54:11+00,2019-08-29 21:17:07+00,2018-07-01 00:00:49+00,31703,5.41910860170962,5.64838384449427,5.648358,-0.253139628899473,-0.253102,5.03285146899599
28001d000f47373334363431,2019-03-04 18:10:13+00,2019-08-24 05:29:19+00,2019-03-04 18:11:24+00,82166,7.62360343694472,5.57883705226019,5.5788815,-0.230323942506631,-0.2303154,4.99004701807654
2a0030000147373334363431,2019-02-22 17:55:56+00,2019-03-27 05:59:57+00,2019-03-15 09:33:11+00,72,4.73611111111111,5.55049073611111,5.5505333,-0.269527694444445,-0.2695175,4.82538863704595
